image_id,label,source
train-cgm-36.jpg,2,2019
train-cgm-378.jpg,2,2019
train-cgm-640.jpg,2,2019
train-cgm-514.jpg,2,2019
train-cgm-487.jpg,2,2019
train-cgm-224.jpg,2,2019
train-cgm-443.jpg,2,2019
train-cgm-612.jpg,2,2019
train-cgm-295.jpg,2,2019
train-cgm-638.jpg,2,2019
train-cgm-415.jpg,2,2019
train-cgm-689.jpg,2,2019
train-cgm-675.jpg,2,2019
train-cgm-505.jpg,2,2019
train-cgm-522.jpg,2,2019
train-cgm-621.jpg,2,2019
train-cgm-434.jpg,2,2019
train-cgm-429.jpg,2,2019
train-cgm-275.jpg,2,2019
train-cgm-185.jpg,2,2019
train-cgm-425.jpg,2,2019
train-cgm-339.jpg,2,2019
train-cgm-618.jpg,2,2019
train-cgm-154.jpg,2,2019
train-cgm-386.jpg,2,2019
train-cgm-310.jpg,2,2019
train-cgm-59.jpg,2,2019
train-cgm-374.jpg,2,2019
train-cgm-407.jpg,2,2019
train-cgm-639.jpg,2,2019
train-cgm-492.jpg,2,2019
train-cgm-659.jpg,2,2019
train-cgm-317.jpg,2,2019
train-cgm-6.jpg,2,2019
train-cgm-634.jpg,2,2019
train-cgm-761.jpg,2,2019
train-cgm-468.jpg,2,2019
train-cgm-402.jpg,2,2019
train-cgm-712.jpg,2,2019
train-cgm-476.jpg,2,2019
train-cgm-698.jpg,2,2019
train-cgm-648.jpg,2,2019
train-cgm-171.jpg,2,2019
train-cgm-735.jpg,2,2019
train-cgm-106.jpg,2,2019
train-cgm-282.jpg,2,2019
train-cgm-331.jpg,2,2019
train-cgm-497.jpg,2,2019
train-cgm-281.jpg,2,2019
train-cgm-236.jpg,2,2019
train-cgm-521.jpg,2,2019
train-cgm-674.jpg,2,2019
train-cgm-67.jpg,2,2019
train-cgm-697.jpg,2,2019
train-cgm-745.jpg,2,2019
train-cgm-197.jpg,2,2019
train-cgm-672.jpg,2,2019
train-cgm-94.jpg,2,2019
train-cgm-35.jpg,2,2019
train-cgm-159.jpg,2,2019
train-cgm-306.jpg,2,2019
train-cgm-534.jpg,2,2019
train-cgm-209.jpg,2,2019
train-cgm-440.jpg,2,2019
train-cgm-367.jpg,2,2019
train-cgm-452.jpg,2,2019
train-cgm-616.jpg,2,2019
train-cgm-3.jpg,2,2019
train-cgm-143.jpg,2,2019
train-cgm-26.jpg,2,2019
train-cgm-77.jpg,2,2019
train-cgm-422.jpg,2,2019
train-cgm-305.jpg,2,2019
train-cgm-432.jpg,2,2019
train-cgm-589.jpg,2,2019
train-cgm-268.jpg,2,2019
train-cgm-267.jpg,2,2019
train-cgm-707.jpg,2,2019
train-cgm-475.jpg,2,2019
train-cgm-107.jpg,2,2019
train-cgm-86.jpg,2,2019
train-cgm-535.jpg,2,2019
train-cgm-69.jpg,2,2019
train-cgm-316.jpg,2,2019
train-cgm-585.jpg,2,2019
train-cgm-397.jpg,2,2019
train-cgm-620.jpg,2,2019
train-cgm-588.jpg,2,2019
train-cgm-114.jpg,2,2019
train-cgm-496.jpg,2,2019
train-cgm-116.jpg,2,2019
train-cgm-445.jpg,2,2019
train-cgm-575.jpg,2,2019
train-cgm-91.jpg,2,2019
train-cgm-357.jpg,2,2019
train-cgm-512.jpg,2,2019
train-cgm-596.jpg,2,2019
train-cgm-506.jpg,2,2019
train-cgm-369.jpg,2,2019
train-cgm-629.jpg,2,2019
train-cgm-519.jpg,2,2019
train-cgm-302.jpg,2,2019
train-cgm-297.jpg,2,2019
train-cgm-494.jpg,2,2019
train-cgm-671.jpg,2,2019
train-cgm-169.jpg,2,2019
train-cgm-161.jpg,2,2019
train-cgm-726.jpg,2,2019
train-cgm-28.jpg,2,2019
train-cgm-723.jpg,2,2019
train-cgm-752.jpg,2,2019
train-cgm-424.jpg,2,2019
train-cgm-542.jpg,2,2019
train-cgm-403.jpg,2,2019
train-cgm-489.jpg,2,2019
train-cgm-509.jpg,2,2019
train-cgm-284.jpg,2,2019
train-cgm-715.jpg,2,2019
train-cgm-328.jpg,2,2019
train-cgm-488.jpg,2,2019
train-cgm-461.jpg,2,2019
train-cgm-493.jpg,2,2019
train-cgm-573.jpg,2,2019
train-cgm-29.jpg,2,2019
train-cgm-195.jpg,2,2019
train-cgm-203.jpg,2,2019
train-cgm-626.jpg,2,2019
train-cgm-741.jpg,2,2019
train-cgm-558.jpg,2,2019
train-cgm-428.jpg,2,2019
train-cgm-668.jpg,2,2019
train-cgm-21.jpg,2,2019
train-cgm-719.jpg,2,2019
train-cgm-90.jpg,2,2019
train-cgm-463.jpg,2,2019
train-cgm-292.jpg,2,2019
train-cgm-661.jpg,2,2019
train-cgm-394.jpg,2,2019
train-cgm-288.jpg,2,2019
train-cgm-656.jpg,2,2019
train-cgm-269.jpg,2,2019
train-cgm-177.jpg,2,2019
train-cgm-679.jpg,2,2019
train-cgm-46.jpg,2,2019
train-cgm-12.jpg,2,2019
train-cgm-277.jpg,2,2019
train-cgm-346.jpg,2,2019
train-cgm-156.jpg,2,2019
train-cgm-682.jpg,2,2019
train-cgm-117.jpg,2,2019
train-cgm-250.jpg,2,2019
train-cgm-213.jpg,2,2019
train-cgm-324.jpg,2,2019
train-cgm-478.jpg,2,2019
train-cgm-418.jpg,2,2019
train-cgm-480.jpg,2,2019
train-cgm-115.jpg,2,2019
train-cgm-379.jpg,2,2019
train-cgm-103.jpg,2,2019
train-cgm-122.jpg,2,2019
train-cgm-320.jpg,2,2019
train-cgm-9.jpg,2,2019
train-cgm-300.jpg,2,2019
train-cgm-742.jpg,2,2019
train-cgm-251.jpg,2,2019
train-cgm-383.jpg,2,2019
train-cgm-218.jpg,2,2019
train-cgm-392.jpg,2,2019
train-cgm-228.jpg,2,2019
train-cgm-532.jpg,2,2019
train-cgm-433.jpg,2,2019
train-cgm-731.jpg,2,2019
train-cgm-270.jpg,2,2019
train-cgm-212.jpg,2,2019
train-cgm-611.jpg,2,2019
train-cgm-261.jpg,2,2019
train-cgm-125.jpg,2,2019
train-cgm-387.jpg,2,2019
train-cgm-586.jpg,2,2019
train-cgm-655.jpg,2,2019
train-cgm-768.jpg,2,2019
train-cgm-40.jpg,2,2019
train-cgm-327.jpg,2,2019
train-cgm-229.jpg,2,2019
train-cgm-447.jpg,2,2019
train-cgm-581.jpg,2,2019
train-cgm-301.jpg,2,2019
train-cgm-191.jpg,2,2019
train-cgm-189.jpg,2,2019
train-cgm-149.jpg,2,2019
train-cgm-19.jpg,2,2019
train-cgm-455.jpg,2,2019
train-cgm-399.jpg,2,2019
train-cgm-253.jpg,2,2019
train-cgm-373.jpg,2,2019
train-cgm-439.jpg,2,2019
train-cgm-104.jpg,2,2019
train-cgm-676.jpg,2,2019
train-cgm-605.jpg,2,2019
train-cgm-647.jpg,2,2019
train-cgm-257.jpg,2,2019
train-cgm-592.jpg,2,2019
train-cgm-334.jpg,2,2019
train-cgm-546.jpg,2,2019
train-cgm-127.jpg,2,2019
train-cgm-139.jpg,2,2019
train-cgm-499.jpg,2,2019
train-cgm-540.jpg,2,2019
train-cgm-337.jpg,2,2019
train-cgm-352.jpg,2,2019
train-cgm-217.jpg,2,2019
train-cgm-733.jpg,2,2019
train-cgm-623.jpg,2,2019
train-cgm-649.jpg,2,2019
train-cgm-531.jpg,2,2019
train-cgm-458.jpg,2,2019
train-cgm-182.jpg,2,2019
train-cgm-87.jpg,2,2019
train-cgm-375.jpg,2,2019
train-cgm-504.jpg,2,2019
train-cgm-249.jpg,2,2019
train-cgm-770.jpg,2,2019
train-cgm-728.jpg,2,2019
train-cgm-64.jpg,2,2019
train-cgm-79.jpg,2,2019
train-cgm-398.jpg,2,2019
train-cgm-732.jpg,2,2019
train-cgm-196.jpg,2,2019
train-cgm-457.jpg,2,2019
train-cgm-738.jpg,2,2019
train-cgm-232.jpg,2,2019
train-cgm-60.jpg,2,2019
train-cgm-430.jpg,2,2019
train-cgm-61.jpg,2,2019
train-cgm-93.jpg,2,2019
train-cgm-662.jpg,2,2019
train-cgm-245.jpg,2,2019
train-cgm-30.jpg,2,2019
train-cgm-545.jpg,2,2019
train-cgm-181.jpg,2,2019
train-cgm-233.jpg,2,2019
train-cgm-216.jpg,2,2019
train-cgm-307.jpg,2,2019
train-cgm-436.jpg,2,2019
train-cgm-340.jpg,2,2019
train-cgm-568.jpg,2,2019
train-cgm-720.jpg,2,2019
train-cgm-66.jpg,2,2019
train-cgm-123.jpg,2,2019
train-cgm-423.jpg,2,2019
train-cgm-669.jpg,2,2019
train-cgm-242.jpg,2,2019
train-cgm-10.jpg,2,2019
train-cgm-145.jpg,2,2019
train-cgm-517.jpg,2,2019
train-cgm-680.jpg,2,2019
train-cgm-164.jpg,2,2019
train-cgm-382.jpg,2,2019
train-cgm-604.jpg,2,2019
train-cgm-481.jpg,2,2019
train-cgm-602.jpg,2,2019
train-cgm-444.jpg,2,2019
train-cgm-264.jpg,2,2019
train-cgm-608.jpg,2,2019
train-cgm-470.jpg,2,2019
train-cgm-694.jpg,2,2019
train-cgm-472.jpg,2,2019
train-cgm-137.jpg,2,2019
train-cgm-88.jpg,2,2019
train-cgm-510.jpg,2,2019
train-cgm-51.jpg,2,2019
train-cgm-326.jpg,2,2019
train-cgm-664.jpg,2,2019
train-cgm-702.jpg,2,2019
train-cgm-685.jpg,2,2019
train-cgm-758.jpg,2,2019
train-cgm-574.jpg,2,2019
train-cgm-230.jpg,2,2019
train-cgm-361.jpg,2,2019
train-cgm-335.jpg,2,2019
train-cgm-341.jpg,2,2019
train-cgm-753.jpg,2,2019
train-cgm-13.jpg,2,2019
train-cgm-121.jpg,2,2019
train-cgm-265.jpg,2,2019
train-cgm-755.jpg,2,2019
train-cgm-48.jpg,2,2019
train-cgm-446.jpg,2,2019
train-cgm-362.jpg,2,2019
train-cgm-471.jpg,2,2019
train-cgm-528.jpg,2,2019
train-cgm-170.jpg,2,2019
train-cgm-526.jpg,2,2019
train-cgm-579.jpg,2,2019
train-cgm-667.jpg,2,2019
train-cgm-686.jpg,2,2019
train-cgm-130.jpg,2,2019
train-cgm-465.jpg,2,2019
train-cgm-80.jpg,2,2019
train-cgm-141.jpg,2,2019
train-cgm-677.jpg,2,2019
train-cgm-583.jpg,2,2019
train-cgm-279.jpg,2,2019
train-cgm-495.jpg,2,2019
train-cgm-610.jpg,2,2019
train-cgm-654.jpg,2,2019
train-cgm-469.jpg,2,2019
train-cgm-1.jpg,2,2019
train-cgm-681.jpg,2,2019
train-cgm-598.jpg,2,2019
train-cgm-42.jpg,2,2019
train-cgm-89.jpg,2,2019
train-cgm-525.jpg,2,2019
train-cgm-459.jpg,2,2019
train-cgm-356.jpg,2,2019
train-cgm-5.jpg,2,2019
train-cgm-453.jpg,2,2019
train-cgm-303.jpg,2,2019
train-cgm-554.jpg,2,2019
train-cgm-176.jpg,2,2019
train-cgm-72.jpg,2,2019
train-cgm-630.jpg,2,2019
train-cgm-95.jpg,2,2019
train-cgm-260.jpg,2,2019
train-cgm-762.jpg,2,2019
train-cgm-739.jpg,2,2019
train-cgm-215.jpg,2,2019
train-cgm-98.jpg,2,2019
train-cgm-406.jpg,2,2019
train-cgm-749.jpg,2,2019
train-cgm-419.jpg,2,2019
train-cgm-644.jpg,2,2019
train-cgm-364.jpg,2,2019
train-cgm-653.jpg,2,2019
train-cgm-426.jpg,2,2019
